itemnumber,barcode,isbn,biblionumber,title,author,datelastseen
14497,BL81231,,14155,"Midsomer Murders","Holthouse,Richard",2013-12-18
14498,BL81226,,14156,"Because of WINN-DIXIE","Wang, Wayne",2012-04-19
14499,BL81225,,14157,"Peter Kay Live at the Manchester Arena","Kay, Peter",2013-12-18
14500,BL81227,,14158,"Crystal Voyacer","Elfick David",2013-12-18
14501,BL81233,,14159,"Doctor Who:Rose - The End of the World","Davies,Russell T",2013-12-18
14503,BL81235,,14163,"Hangmen Also Die","Lang,Fritz",2012-04-19
14505,BL81238,,14167,"Belonging, 1 Disc",,2013-12-18
14506,BL81239,,14168,"French And Saunders",,2013-12-18
14507,BL81240,,14169,"Ladies in Lavender","Dance,Charles",2012-06-20
14508,BL81241,,14170,"Coronation St. 2004     ",,2013-12-18
14509,BL81242,,14171,Casanova,"Folkson,Sheree",2013-12-18
14510,BL81243,,14172,"Bridget Jones:The edge of reason","Kidron,Beeban",2013-12-18
14511,BL81244,,14173,"A Night in Compton","Baptiste,Daven",2013-12-18
14512,BL81245,,14174,"The Beggar's Opera","Miller, Jonathan",2013-12-18
14514,BL81249,,14176,"The Hound of the Baskervilles","Christopher Hall David Attwoo",2014-01-16
14515,BL81250,,14177,"In the Heat of the Night","Norman Jewison",2011-03-14
14516,BL81253,,14178,"Fugitives Run","Leigh ,Thomas",2013-12-18
14517,BL81254,,14179,"Malcolm X","Lee,Spike",2012-04-19
14518,BL81256,,14180,"Air Crash Investigation & Escape",,2014-01-02
14519,BL81261,,14181,"The Lord of the Rings",,2011-03-14
14520,BL81263,,14182,"The Ghost Train","Forde,Walter",2014-01-02
14521,BL81266,,14183,"Doctor Who: The Game - Fathers Day","Davies,Russell T",2013-12-18
14522,BL81267,,14184,"Nanny McPhee","Jones,Kirk",2012-08-19
14523,BL81268,,14185,"The Green Man","Hamer,Robert",2011-03-14
14524,BL81270,,14186,"Action Man:A Time for Action",,2011-03-14
14525,BL81271,,14187,"A piece of Cake",,2013-12-18
14526,BL81272,,14188,"Doctor Who","Russel T Davies",2013-12-29
14527,BL81273,,14189,"Wilbur (wants to kill himself)","Lone Scherfig",2013-12-18
14528,BL82696,,14189,"Wilbur (wants to kill himself)","Lone Scherfig",2014-01-28
14529,BL81274,,14190,"Wondrous Oblivion","Paul Morrison",2012-09-14
14530,BL81277,,14191,"Clint Eastwood:Out of the Shadow","Clint Eastwood",2011-03-14
14531,BL81278,,14192,Sylvia,"Christine Jeffs",2011-03-14
14533,BL81280,,14194,"The Asphalt Jungle","John Hutson",2013-12-29
14534,BL81282,,14195,Thunderball,"Terence Young",2011-03-14
14535,BL81283,,14196,"Wildlife Specials:Leopard","Amanda Barrett",2011-03-14
14536,BL82253,,14196,"Wildlife Specials:Leopard","Amanda Barrett",2013-12-24
14537,BL81284,,14197,"Wildlife Specials:Serpents","Mike Beynon",2011-03-14
14538,BL82256,,14197,"Wildlife Specials:Serpents","Mike Beynon",2013-12-29
14539,BL82240,,14198,"The caretaker","Clive Donner",2012-09-14
14540,BL81287,,14199,"Charlie and Lola",,2014-01-04
14542,BL81289,,14201,"Doctor Who","Russell T Davies",2013-12-18
14543,BL81291,,14202,Davina,,2012-11-24
14544,BL81293,,14203,"State of Play (2 Discs)","Yates,David",2011-03-14
14545,BL81295,,14204,"Auschwitz:The Nazis & The Final Solution (2 Discs)","Rees,Lawrence",2014-01-16
14546,BL81296,,14205,"Rap Mania:The Roots of Rap (2 Discs)",,2013-12-18
14547,BL81297,,14206,"Have I Got News For You (DVD) (2 Discs)",,2013-12-18
14548,BL81298,,14207,"Big Train:Series One And Two (2 Discs)","Morris,Chris",2013-12-18
14549,BL81299,,14208,"The Virgin Queen (2 Discs)","Giedroyc,Coky",2013-12-18
14551,BL81301,,14210,"The Lost Boys (2 Discs)","Bennet,Rodney",2012-09-01
14552,BL82178,,14211,"Teachers:Series One (2 Discs)","Aprahamian ,Sallie",2014-01-04
14553,BL81304,,14212,"Lady And The Tramp (2 DVD)","Geronomi ,Clyde",2011-03-14
14555,BL81306,,14214,"The Art of Harold Lloyd (2 DVD)",,2013-12-18
14556,BL81308,,14215,"North & South (2 DVD)","Percival,Brain",2011-03-14
14557,BL81309,,14216,"Julian Fellowes Investigates:A Most Mysterious Murder (2 DVD)","Samuels,Michael",2012-08-04
14558,BL81310,,14217,"The Lord Of The Rings:The Return Of The King (2 DVD)","Jackson,Peter",2013-04-24
14559,BL81312,,14218,"Absolutely Fabulous : Series 5 (2 DVD)",,2013-12-18
14560,BL81313,,14219,"Walt Disney Treasures:Mickey Mouse In Living Colour (2 DVD)",,2011-03-14
14561,BL81317,,14220,"Vanity Fair (2 DVD)","Giles,David",2013-12-18
14562,BL81318,,14221,"Charles II (2 DVD)",,2013-12-18
14563,BL81319,,14222,"Al pacino in Dog Day Afternoon (2 DVD)","Lumet,Sidney",2013-12-17
14564,BL81320,,14223,"Magic Islands & Harbours (2 DVD)",,2014-01-02
14565,BL81321,,14224,"Welsh Journeys (2 DVD)",,2013-12-18
14566,BL81322,,14227,,"B B C",2012-08-12
14567,BL81324,,14228,"The Life of Mammals(4 Discs)","David Attenborough",2013-12-18
14568,BL81325,,14229,"Teachers(Series 2, 3Discs)","Peter Lydon",2013-12-17
14569,BL82179,,14229,"Teachers(Series 2, 3Discs)","Peter Lydon",2012-09-14
14570,BL81326,,14230,"Scrubs(4 discs, 3rd series)","Bill Lawrence",2014-01-04
14572,BL81327,,14231,"Beyond river Cottage (3 Discs, Series-4)","Anna Ratsey",2011-03-14
14573,BL81328,,14232,"Himalaya(3 Discs)","John Paul Davidson",2012-11-18
14575,BL82048,,14233,"Bleak House (3 Discs)","Justin Chadwick Susanna White",2011-11-04
14576,BL82085,,14234,"Teachers (Series 3, Discs 4)","Brian Kelly",2013-12-27
14578,BL81332,,14236,"Action Films:The Lawnmower/Grand Theft Auto/Who dares Wins/ Year of the Gun","Ron howard",2013-12-18
14579,BL81335,,14237,"Drama films:Tiger War saw/Split Decisions/The Whistle Blower/Darrow",N/A,2011-03-14
14580,BL82084,,14237,"Drama films:Tiger War saw/Split Decisions/The Whistle Blower/Darrow",N/A,2014-02-02
14581,BL81336,,14238,"Martial Arts Films Collection:The Man and the myth/Fist of Fury II/Rumble in honk kong/ Master with Cracked Fingers","Jimmy Shaw",2011-03-14
14582,BL81337,,14239,"Martial Arts Films Collection:The Man and the myth(4 Discs)","Charles Sturridge",2013-09-25
14583,BL81338,,14240,"Final Destination/Final Destination 2 (Discs 2)","James Wong",2013-12-18
14584,BL81339,,14241,Aliens,"James Cameron",2012-12-28
14585,BL81341,,14242,"The Fly","David Cronenberg",2013-12-18
14586,BL81342,,14243,"Today's golfer","Stephen Gammond",2014-01-02
14587,BL81343,,14244,"The Bulldog Breed","Robert Asher",2013-12-18
14588,BL81344,,14245,"One Good Turn","John Paddy Carstairs",2013-12-18
14589,BL81345,,14246,"The Early Bird","Robert Asher",2013-12-18
14590,BL82062,,14246,"The Early Bird","Robert Asher",2013-12-16
14591,BL81346,,14247,"Press for Time","John Asher",2013-12-18
14592,BL81347,,14248,"On the beat","John Asher",2013-12-18
14593,BL81348,,14249,"Man of The moment","John Paddy Carstairs",2014-01-02
14594,BL81349,,14250,"A Stitch in Time","Robert Asher",2013-12-18
14595,BL81350,,14251,"Just My Luck","John Paddy Carstairs",2012-08-23
14596,BL81351,,14252,"The Square Peg","John Paddy Carstairs",2014-01-09
14597,BL82052,,14252,"The Square Peg","John Paddy Carstairs",2012-08-19
14598,BL81352,,14253,"Follow a Star","Robert Asher",2014-01-09
14599,BL81353,,14254,"Trouble in Store","John Paddy Carstairs",2014-01-09
14600,BL81354,,14255,"Up in the World","Robert Asher",2014-01-10
14602,BL81356,,14257,"Shakespeare the Animated Tales: Comedy",Shakespeare,2014-01-10
14604,BL81358,,14259,"Goodness Gracious Me","B B C",2011-03-14
14605,BL81359,,14260,"Doctor Who","Davies,Russell",2014-01-10
14606,BL81367,,14261,"To The Manor Born (2 Disc)  ","Rawnsley, Ian",2012-05-09
14607,BL81407,,14261,"To The Manor Born (2 Disc)  ","Rawnsley, Ian",2014-01-10
14608,BL81368,,14262,"Another Thin Man","W.S. Van Dyke, Richard Thorpe",2014-01-10
14609,BL81369,,14264,,"Roman Polanski",2014-01-10
14611,BL81371,,14266,"Seven Brides For Seven Brothers","Stanley Donen",2014-01-10
14612,BL81372,,14267,"2001 A Space Travesty","Allan Goldstein",2014-01-10
14613,BL82127,,14267,"2001 A Space Travesty","Allan Goldstein",2014-01-18
14614,BL81373,,14269,"The Heiress, 1 Disc","William Wyle",2014-01-10
14615,BL82058,,14269,"The Heiress, 1 Disc","William Wyle",2014-01-12
14616,BL81374,,14270,"Easter Parade : Special edition    ","Charles Walters",2014-01-10
14617,BL81375,,14271,"My Darling Clementine (2 Disc)","John Ford, William A. Wellman",2014-01-10
14618,BL82047,,14271,"My Darling Clementine (2 Disc)","John Ford, William A. Wellman",2013-12-16
14619,BL81376,,14272,"Motley Crue: Carnival Of Sins (2 Discs)    ","Hamish Hamilton",2014-01-10
14620,BL81377,,14273,"The Thin Man   ","W.S. Van Dyke",2014-01-10
14621,BL81378,,14274,"Police Story 2","Jackie Chan",2014-01-10
14622,BL81381,,14275,"Nutty Professor","Directors: Tom Shadyac",2014-01-10
14623,BL81965,,14275,"Nutty Professor","Directors: Tom Shadyac",2014-01-10
14624,BL81379,,14276,"The Ninth Gate","Roman Polanski",2011-11-15
14625,BL81380,,14277,Macbeth,"Roman Polanski",2014-01-10
14627,BL82196,,14278,"Jackie Brown (2 Disc)","Quentin Tarantino",2014-02-01
14628,BL81384,,14279,"Little Britain - Series 2 (2 Disc)","Matt Lipsey",2014-01-10
14629,BL81385,,14280,"An American In Paris","Vincente Minnelli",2014-01-10
14630,BL81388,,14281,"Real Life Heroes - The Frontiers Of Exploration",BBC,2014-01-10
14631,BL81389,,14282,"D-Day The Sixth Of June","Henry Koster",2014-01-10
14632,BL81390,,14283,Interiors,"Woody Allen",2014-01-10
14635,BL81394,,14287,"The Godfather - Part III","Francis Ford Coppola",2014-01-10
14636,BL82121,,14287,"The Godfather - Part III","Francis Ford Coppola",2013-12-16
14637,BL81395,,14288,"Buffalo Bill","William A. Wellman",2014-01-10
14638,BL81396,,14289,"Memories Of A Geisha","Rob Marshall",2014-01-10
14639,BL82130,,14290,"The Grapes Of Wrath","John Ford",2014-01-15
14641,BL81400,,14292,"The Fifth Element","Luc Besson",2014-01-10
14642,BL81401,,14294,,"George Pollock",2014-01-10
14643,BL82057,,14295,"Annie Get Your Gun","George Sidney",2014-02-02
14646,BL81408,,14299,"The Birth Of A Nation","D.W. Griffith",2014-01-10
14647,BL81409,,14300,"Hanging Up","Diane Keaton",2014-01-10
14648,BL82143,,14300,"Hanging Up","Diane Keaton",2012-09-01
14649,BL81410,,14301,Boomerang,,2014-01-10
14650,BL82163,,14301,Boomerang,,2014-01-17
14651,BL81411,,14302,"The Philadelphia Story (2 Disc)","George Cukor",2014-01-18
14652,BL81412,,14303,"Lion Of The Desert","Moustapha Akkad",2014-01-10
14653,BL82205,,14303,"Lion Of The Desert","Moustapha Akkad",2013-12-16
14655,BL81414,,14305,"Doctor Dolittle 2","Steve Carr",2014-01-10
14656,BL81415,,14306,"It Happened One Night","Frank Capra",2014-01-10
14657,BL81416,,14307,"Coming To America","John Landis",2014-01-10
14658,BL82042,,14307,"Coming To America","John Landis",2014-01-31
14659,BL81417,,14308,"The Postman Always Rings Twice  ","Tay Garnett",2014-01-10
14660,BL81419,,14309,Tootsie,"Sydney Pollack",2014-01-10
14661,BL81420,,14310,"Written On The Wind  ","Douglas Sirk",2014-01-10
14662,BL82149,,14310,"Written On The Wind  ","Douglas Sirk",2013-12-16
14663,BL81421,,14311,"Life In The Freezer: The Complete Series",BBC,2014-01-10
14664,BL81983,,14311,"Life In The Freezer: The Complete Series",BBC,2014-01-10
14665,BL81422,,14312,"A Star Is Born (2 Disc)","George Cukor",2012-09-14
14666,BL81424,,14313,"Charles Dickens : A Biography Of The Classic Novelist",,2014-01-10
14668,BL81427,,14315,"Real Life Heroes - Frozen Frontiers",,2014-01-10
14669,BL81428,,14317,,"Rawnsley, Ian",2014-01-10
14670,BL81429,,14318,"My Darling Clementine","John Ford",2014-01-10
14671,BL82131,,14318,"My Darling Clementine","John Ford",2013-12-17
14672,BL81430,,14319,"Jazz legends- Chuck Mangoine - Live At The Palais Des Festivals Hall Cannes 1989  ",,2014-01-10
14673,BL81431,,14320,Sunrise,"F W Murnau",2014-01-10
14674,BL82206,,14320,Sunrise,"F W Murnau",2013-12-16
14675,BL81432,,14322,"Mutiny On The Bounty, 1 Disc ","Frank Lloyd",2014-01-10
14676,BL82043,,14322,"Mutiny On The Bounty, 1 Disc ","Frank Lloyd",2014-02-02
14677,BL81433,,14323,"50 First Dates","Peter Segal",2012-08-12
14679,BL81435,,14325,"One Flew Over The Cuckoo's Nest (2 Disc)","Directors: Milos Forman",2013-06-14
14680,BL81436,,14326,Drive,"Steve Wang",2014-01-10
14681,BL81437,,14327,"Men Of Honour","George Tillman Jnr",2014-01-10
14682,BL81438,,14328,"E.T. - Extra Terrestrial (2 disc)","Steven Spielberg",2014-01-10
14683,BL81439,,14329,"The thin man goes home","Directors: W.S. Van Dyke, Rich",2014-01-10
14685,BL81442,,14331,"Family business","Directors: Sidney Lumet",2014-01-10
14687,BL81443,,14332,"Snoop Dogg - Snoop Dogg Drop It Like It's Hot (2 Disc)",,2014-01-10
14688,BL81444,,14333,"Song of the thin man","Edward Buzzell",2014-01-10
14689,BL82120,,14334,"The Godfather","Francis Ford Coppola",2014-01-29
14690,BL82123,,14334,"The Godfather","Francis Ford Coppola",2013-12-27
14691,BL81446,,14335,"Dinnerladies - Series 2 (2 disc)","Geoff Posner",2014-01-10
14693,BL82183,,14336,"Dinnerladies - Series 1","Geoff Posner",2014-02-01
14695,BL82146,,14337,"The Pink Panther - Film Collection (6 Disc) 5 Films","Blake Edwards",2013-12-17
14696,BL81449,,14338,"Hi De Hi! - Series 3 & 4 (3 Disc)","John Kilby & David Croft",2014-01-10
14697,BL82142,,14338,"Hi De Hi! - Series 3 & 4 (3 Disc)","John Kilby & David Croft",2014-01-09
14698,BL81450,,14339,"Doctor Dolittle","Rich Thorne",2014-01-10
14699,BL81451,,14340,"Allo Allo - Series 1 & 2 (3 Disc)","David Croft",2014-01-10
14700,BL81452,,14341,"A Place In The Sun","George Stevens",2014-01-10
14701,BL81453,,14342,"Citizen Smith - Series 3 & 4 (3 Disc)",,2014-01-10
14702,BL81454,,14343,"The Ascent of Man (4 Discs)","Dr Jacob Bronowski",2013-09-29
14706,BL82159,,14345,"Agatha Christie: Poirot Collection 2 (4 Disc)",,2013-05-19
14707,BL81457,,14346,"Agatha Christie: Poirot Collection 3 (4 Disc)",,2014-01-10
14708,BL82154,,14346,"Agatha Christie: Poirot Collection 3 (4 Disc)",,2012-11-30
14710,BL82155,5037115200037,14347,"Agatha Christie: Poirot Collection 4 (4 Disc)",,2014-01-21
14711,BL81459,,14348,"Agatha Christie: Poirot Collection 5 (4 Disc)",,2011-03-14
14712,BL82156,,14348,"Agatha Christie: Poirot Collection 5 (4 Disc)",,2012-09-07
14713,BL81460,,14349,"Agatha Christie: Poirot Collection 6 (4 Disc)",,2012-09-22
14714,BL82157,,14349,"Agatha Christie: Poirot Collection 6 (4 Disc)",,2012-08-11
14715,BL81461,,14350,"Real Life Heroes - The Great Adventures",BBC,2014-01-10
14716,BL81464,,14351,"4 great DVD: 1. A place forannie 2. Nisholas gift 3. first Harm 4. The shell seekers",,2014-01-10
14717,BL81463,,14352,"Birthday Girl","Jez Butterworth",2014-01-10
14718,BL81465,,14353,Constantine,"Francis Lawrence",2014-01-10
14719,BL81467,,14354,"After the thin man","Van Dyke",2014-01-10
14720,BL81466,,14355,"Deep Ocean Impressions",,2014-01-10
14721,BL81468,,14356,"The Accused","Jonathan Kaplan",2014-01-10
14723,BL81470,,14358,"The Golden Child","Michael Ritchie",2014-01-10
14724,BL81471,,14360,"Torque, 1 Disc","Joseph Kahn",2014-01-10
14725,BL81472,,14362,,"Gil Junger",2012-07-29
14726,BL81473,,14363,"Meet Me In St. Louis","Vincente Minnelli",2012-08-04
14727,BL81474,,14364,Gigi,"Vincente Minnelli",2014-01-10
14728,BL81475,,14365,"40 Days And 40 Nights","Michael Lehmann",2014-01-10
14730,BL81477,,14367,"A perfect murder Side A & B","Andrew Davis",2014-01-29
14731,BL81478,,14368,"Rambo - First Blood","George P. Cosmatos",2014-01-10
14732,BL81480,,14370,"Intoleranc 1 Disce","D.W. Griffith",2014-01-10
14733,BL81481,,14371,"Shooting Fish","Stefan Schwartz",2014-01-11
14734,BL81484,5050582362022,14372,"Shadow Of A Doubt","Alfred Hitchcock",2014-01-16
14735,BL81485,,14373,"Frenzy: The hitchcock collection","Alfred Hitchcock",2014-01-10
14736,BL81486,,14374,"Exorcist - The Beginning","Renny Harlin",2012-03-09
14737,BL81487,,14375,"Silent Movie","Mel Brooks",2014-01-10
14738,BL81488,,14376,"Mr. Smith Goes To Washinton","Frank Capra",2012-09-14
14739,BL81489,,14377,"Life Stinks  ",,2014-01-10
14740,BL81490,,14378,"Tube Tales","Bob Hoskins, Stephen Hopkins",2014-01-29
14741,BL81492,,14379,"The Incredible Melting Man","William Sachs",2014-01-10
14742,BL81491,,14382,"To be Or Not To Be, 1 Disc","Alan Johnson",2014-01-10
14743,BL81494,,14383,"Fair Game","Andrew Sipes",2014-01-10
14744,BL81495,,14385,,"Mel Brooks",2014-01-10
14745,BL81496,,14386,Moonstruck,"Norman Jewison",2014-01-10
14746,BL81497,,14387,"Sullivan's Travels","Preston Sturges",2014-01-10
14747,BL81498,,14388,"Airplane II","Ken Finkleman",2014-01-10
14748,BL81500,,14389,"Must Love Dogs","Gary David Goldberg",2012-07-29
14749,BL81504,,14391,"History Of The Word Part 1",,2014-01-10
14750,BL81506,,14392,"The British Empire in Colour","BINNS, STEWART",2014-01-10
14751,BL81507,,14393,"Young Frankenstein","Mel Brooks",2014-01-10
14752,BL81509,,14394,"The Guitar - The Easy Way To Learn",,2014-01-10
14753,BL81510,,14395,"Lucky Break","Peter Cattaneo",2014-01-10
14754,BL82041,,14395,"Lucky Break","Peter Cattaneo",2012-08-23
14755,BL81511,,14396,"Million Dollar Baby","Clint Eastwood",2014-01-10
14756,BL81512,,14397,"The Time Machine","Simon Wells",2014-01-10
14758,BL81515,7321900566100,14399,"Adams Rib","George Cukor",2014-01-10
14759,BL82039,5014437810830,14400,"Barefoot In The Park","Gene Saks",2013-12-16
14761,BL81519,,14402,"Little Man Tate  ","Jodie Foster",2012-08-19
14762,BL82045,,14403,"The Nightcomers","Michael Winner",2014-01-04
14763,BL81521,,14404,Ghostwatch,"Lesley Manning",2014-01-10
14764,BL81523,,14405,"The Passion Of The Christ","Mel Gibson",2014-01-10
14765,BL81525,,14406,"All The King's Men","Robert Rossen",2014-01-10
14766,BL82283,,14406,"All The King's Men","Robert Rossen",2013-12-16
14767,BL81526,,14407,"Best In Show","Christopher Guest",2014-01-10
14769,BL81528,,14409,"Holy Man","Stephen Herek",2014-01-10
14770,BL81529,,14410,"The Birdcage","Mike Nichols",2014-01-10
14771,BL81530,,14411,Gilda,"Charles Vidor",2014-01-10
14772,BL82036,,14411,Gilda,"Charles Vidor",2013-12-16
14773,BL82148,,14412,"The Bridges Of Madison County","Clint Eastwood",2012-08-16
14774,BL81532,,14413,"Triumph Of The Will","Leni Riefenstahl",2012-08-23
14775,BL81533,,14414,Spaceballs,"Mel Brooks",2014-01-10
14777,BL81535,,14417,,"E.B. Clucher",2014-01-10
14778,BL81536,,14418,"Only Angels Have Wings","Howard Hawkes",2012-07-29
14779,BL81538,,14419,"Police Academy: Mission To Moscow","Alan Metter",2014-01-10
14780,BL81539,,14420,"Police Academy 2: Their First Assignment","Jerry Paris",2014-01-10
14781,BL81540,,14421,"Police Academy 3: Back In Training","Jerry Paris",2014-01-10
14782,BL81541,,14422,"Police Academy 4:Citizens On Patrol","Jim Drake",2012-08-19
14783,BL81542,,14423,"Police Academy 5:Assignment Miami Beach","Alan Myerson",2014-01-10
14784,BL81543,,14424,"Police Academy 6: City Under Seige","Peter Bonerz",2012-09-14
14785,BL81545,,14426,"Dungeons & Dragond","John Gibbs",2014-01-10
14786,BL81546,,14427,"The Foreigner","Michael Oblowitz",2014-01-10
14787,BL82195,,14427,"The Foreigner","Michael Oblowitz",2014-01-16
14789,BL81544,,14429,"The Jungle Book","Zoltan Korda",2014-01-10
14790,BL81549,,14430,"Night And The City","Irwin Winkler",2012-07-26
14791,BL81550,,14431,"My Man Godfrey","Gregory La Carva",2014-01-10
14792,BL81551,5024166012795,14432,"Who Finds A Friend Finds A Treasure","Sergio Corbucci",2014-01-10
14793,BL81552,,14433,"Kiss Me Stupid","Billy Wilder",2014-01-10
14794,BL82186,,14433,"Kiss Me Stupid","Billy Wilder",2013-12-16
14795,BL81553,5050070020892,14434,"Love Field","Jonathan Kaplan",2014-01-10
14796,BL81555,,14435,"Play Bridge With Zia",,2014-01-10
14797,BL82191,,14435,"Play Bridge With Zia",,2013-12-16
14799,BL81557,,14437,"The Fury","Brian De Palma",2012-07-26
14800,BL81558,,14438,"American Graffiti","George Lucas",2014-01-10
14801,BL81559,,14439,"The Navigators","Ken Loach",2014-01-10
14802,BL81999,,14439,"The Navigators","Ken Loach",2014-01-10
14803,BL81560,,14440,"Miss Congeniality","Donald Petrie",2014-01-10
14804,BL81563,,14441,"The Secret KGB - JFK Assassination Files",,2014-01-10
14805,BL81564,,14442,Concorde,"Robert Garofalo",2013-07-05
14806,BL82103,,14442,Concorde,"Robert Garofalo",2014-01-22
14807,BL81565,,14443,"Welcome To Paradise","Bill Norton",2014-01-10
14808,BL82137,,14443,"Welcome To Paradise","Bill Norton",2013-12-16
14809,BL81566,,14444,"Meantime  ","Oldman Garry",2014-01-10
14811,BL81569,,14446,Awakenings,"Penny Marshall",2014-01-10
14812,BL82072,,14447,"Cats And Dogs","Bruno Corbucci",2014-01-02
14813,BL82223,,14447,"Cats And Dogs","Bruno Corbucci",2012-09-01
14814,BL81571,5017239190490,14448,"The Legend Of 1900","Giuseppe Tornatore",2014-01-10
14815,BL82167,5017239190490,14448,"The Legend Of 1900","Giuseppe Tornatore",2013-12-27
14816,BL81573,,14449,Innerspace,"Joe Dante",2014-01-10
14817,BL81575,,14450,"Love, Honour & Obey","Dominic Anciano, Ray Burdis",2014-01-10
14818,BL81577,5035822011236,14451,"For Petes Sake","Peter Yates",2014-01-10
14819,BL81579,,14452,"Wall Street","Oliver Stone",2014-01-10
14820,BL81581,,14453,"The Quite Man","John Ford",2014-01-10
14821,BL81582,,14454,"The Awful Truth","Leo McCarey",2014-01-10
14822,BL81585,,14455,"The Patriot","Dean Semler",2014-01-10
14823,BL81586,,14456,"Alien vs Predator","Dean Semler",2014-01-10
14824,BL81588,,14457,Winchester'73,"Anthony Mann",2014-01-10
14825,BL81600,,14458,"Wag the Dog","Barry Levinson",2014-01-10
14826,BL81589,5060000400830,14459,"Laurel And Hardy - Bogus Bandits","Hal Roach, Charles Rogers",2014-01-10
14827,BL81591,,14460,"Ace Ventura Pet Detective","Tom Shadyac",2012-08-19
14828,BL81602,,14461,"Stanley & Iris","Martin Ritt",2014-01-10
14829,BL81691,,14463,,"G. A. Smith",2012-09-14
14832,BL81592,,14465,"Brian McFadden The Life Of Brian","Benito Montorio & Peter Emina",2014-01-10
14833,BL81605,,14466,"The Craft","Andrew Fleming",2014-01-10
14834,BL81595,,14467,"The Mother","Roger Michell",2014-01-10
14835,BL81596,,14468,"A Clockwork Orange","Stanley Kubrick",2014-01-10
14836,BL82762,,14468,"A Clockwork Orange","Stanley Kubrick",2013-12-27
14837,BL81606,,14469,"42nd Street","Lloyd Bacon",2011-03-14
14838,BL81597,,14470,"The Lady From Shanghai","Orson Welles",2014-01-10
14840,BL81599,,14472,"Rita, Sue And Bob Too","Alan Clarke",2014-01-10
14842,BL81611,,14474,"Winnie The Pooh - Spring Time With Roo","Saul Andrew Blinkoff, Elliot M",2014-01-10
14843,BL81613,,14475,"The Adventures of Pluto Nash","Ron Underwood",2013-02-07
14844,BL81615,,14476,"Big Daddy","Dennis Dugan",2012-08-10
14845,BL81617,,14477,"The Purple Rose of Cairo  ","Woody Allen",2014-01-10
14846,BL81616,,14478,"Saturday Night Live",,2014-01-10
14847,BL81620,,14479,"Crouching Tiger Hidden Dragon","Ang Lee",2014-01-10
14848,BL81623,,14480,"Shadowm of the Thin Man","W.S. Van Dyke, Richard Thorpe,",2014-01-10
14849,BL81621,,14481,"Kiss Me Deadly","Robert Aldrich",2014-01-10
14850,BL81622,5024166027010,14482,"Sherlock Holmes - The Voice Of Terror","John Rawlins",2014-01-10
14852,BL81625,,14484,"Die Hard with a Vengeance","John McTiernan",2014-01-10
14853,BL81626,,14486,,,2014-01-10
14854,BL81627,,14487,Brigadoon,"Vincente Minnelli",2014-01-10
14855,BL81628,,14488,"Odds And Evens","Bruno Corbucci",2014-01-10
14856,BL82078,,14488,"Odds And Evens","Bruno Corbucci",2013-12-24
14858,BL81631,,14490,"I Spy","Betty Thomas",2014-01-10
14859,BL81632,,14491,Complicity,"Gavin Millar",2014-01-10
14860,BL81633,,14492,"Sherlock Holmes In Washington","Roy William Neill",2014-01-10
14861,BL81634,5035822435834,14493,"It Should Happen To You","George Cukor",2014-01-10
14862,BL82147,5035822435834,14493,"It Should Happen To You","George Cukor",2013-12-16
14863,BL81635,,14494,"The Pearl Of Death","Roy William Neill",2014-01-10
14864,BL82112,,14495,"Walking With Dinosaurs. Disc 1, Disc 2","HAINES, TIM",2014-01-12
14866,BL81638,,14497,"Coming Home","Hal Ashby",2014-01-10
14867,BL81640,,14498,"The Big Heat","Fritz Lang",2014-01-10
14868,BL81641,,14499,Bewitched,"Nora Ephron",2012-08-09
14869,BL81642,,14500,"Ninja Terminator",,2014-01-10
14870,BL81643,,14501,Cursed,"Wes Craven",2014-01-10
14871,BL81646,,14502,Psycho,"Gus Van Sant",2014-01-10
14872,BL81648,,14503,"What A Girl Wants","Dennie Gordon",2014-01-10
14873,BL81649,,14504,"The Age Of Innocence","Martin Scorsese",2014-01-10
14874,BL81651,,14505,"Swing Time","George Stevens",2014-01-11
14875,BL82054,,14505,"Swing Time","George Stevens",2013-12-16
14876,BL81653,,14506,"The Apartment","Billy Wilder",2014-01-10
14877,BL82207,,14506,"The Apartment","Billy Wilder",2013-12-16
14878,BL81656,,14507,"Shapes And Colors - Shapes And Colors",,2014-01-10
14879,BL81657,,14508,"The Prince And Me","Martha Coolidge",2014-01-10
14880,BL81658,,14509,"Battle Of The Bulge","Ken Annakin",2014-01-10
14881,BL82153,,14509,"Battle Of The Bulge","Ken Annakin",2014-01-28
14882,BL81661,,14510,"The Cliff Richard Box 1. The countdown concert 2.Live in the Park 3. Cliff","Cliff Richard",2014-01-02
14883,BL81659,,14511,"Another Woman","Woody Allen",2014-02-01
14884,BL81660,,14512,"Guess Who's Coming To Dinner","Stanley Kramer",2012-08-11
14885,BL81662,,14513,"Charlie's Angels - Full Throttle","Joseph McGinty Nichol",2014-01-10
14886,BL81664,,14514,Blade,"Stephen Norrington",2014-01-10
14887,BL81665,,14515,"Rear Window","Alfred Hitchcock",2014-01-10
14888,BL81668,,14516,"Humphrey Bogart Classics Volume 2 - Treasure Of The Sierra Madre 2 To Have And Have Not 3. They Drive By Night","Directed by: John Huston, Howa",2011-03-14
14889,BL81667,,14517,"The Bachelor","Gary Sinyor",2014-01-10
14890,BL81959,,14517,"The Bachelor","Gary Sinyor",2014-01-10
14891,BL81669,,14518,Singles,"Cameron Crowe",2014-01-10
